Badge ID,BirthYear,BirthMonth,BirthDay,Age,City,State,Zip,Country,Division,Department,Year
S5160,0,0,0,21,Los Angeles,CA,90020,US,Programming,Karaoke,2012
S4508,1959,9,10,52,San Jose,CA,95123,US,Clockwork Alchemy,CA Panels,2012
S1991,1991,11,13,20,Oakhurst,CA,93644,US,Programming,Panels,2012
S1511,1990,12,31,21,antioch,CA,94509,US,Programming,Panels,2012
S2180,1992,11,10,19,Antioch,CA,94509,US,Programming,Panels,2012
S4633,0,0,0,34,San Jose,CA,95123,US,Programming,Panels,2012
S3136,1989,4,15,23,San Jose,CA,95132,US,Programming,Panels,2012
S2462,1983,12,9,28,South San Francisco,CA,94080,US,Programming,Panels,2012
S5267,0,0,0,17,folsom,CA,95630,US,Programming,Panels,2012
S5198,1990,3,25,22,Fresno,CA,93704,US,Programming,Panels,2012
S3997,1992,3,18,20,Antioch,CA,94509,US,Programming,Panels,2012
S3320,1980,7,8,31,sacramento,CA,95825,US,Programming,Panels,2012
S5225,0,0,0,17,Fremont,CA,94538,US,Programming,Panels,2012
S5310,0,0,0,19,Fresno,CA,93706,US,Programming,Panels,2012
S4904,1991,4,11,21,Folsom,CA,95630,US,Programming,Panels,2012
S3112,1987,4,16,25,Vacaville,CA,95687,US,Programming,Panels,2012
S4726,1984,12,18,27,Daly City,CA,94014,US,Programming,Panels,2012
S5256,0,0,0,28,Tracy,CA,95377,US,Programming,Panels,2012
S4632,0,0,0,33,Grass Valley,CA,95945,US,Programming,Panels,2012
S3079,1992,11,13,19,Coarsegold,CA,93614,US,Programming,Panels,2012
S4030,1989,11,29,22,pittsburg,CA,94565,US,Programming,Panels,2012
S3834,1990,7,23,21,Vallejo,CA,94591,US,Programming,Panels,2012
S3832,1989,10,31,22,oakley,CA,94561,US,Programming,Panels,2012
S4097,1982,12,22,29,Sacramento,CA,95831,US,Programming,Panels,2012
S3830,1981,10,31,30,San Jose,CA,95117,US,Programming,Panels,2012
S4868,0,0,0,20,Seaside,CA,93955,US,Programming,Panels,2012
S3831,1990,3,30,22,San Jose,CA,95112,US,Programming,Panels,2012
S5119,1990,10,30,21,San Francisco,CA,94112,US,Programming,Panels,2012
S5230,1995,9,28,16,Fresno,CA,93711,US,Programming,Panels,2012
S1995,1983,7,12,28,San Jose,CA,95121,US,Programming,Panels,2012
S2820,1983,4,7,29,Daly City,CA,94014,US,Programming,Panels,2012
S5145,1995,1,6,17,Fremont,CA,94555,US,Programming,Panels,2012
S3515,1982,11,23,29,Union City,CA,94587,US,Programming,Panels,2012
S5305,1999,10,27,12,Paradise,CA,95969,US,Programming,Panels,2012
S2179,1991,8,9,20,Antioch,CA,94509,US,Programming,Panels,2012
S5226,1989,11,23,22,Saratoga,CA,95070,US,Programming,Panels,2012
S5227,0,0,0,17,Fremont,CA,94555,US,Programming,Panels,2012
S1803,1969,9,10,42,San Jose,CA,95125,US,Programming,Bushido,2012
S2154,1977,8,24,34,Sunnyvale,CA,94086,US,Programming,Bushido,2012
S3849,1988,6,23,23,San Francisco,CA,94122,US,Programming,Bushido,2012
S2155,1991,10,9,20,San Jose,CA,95131,US,Programming,Bushido,2012
S4759,1991,7,30,20,Oceanside,CA,92056,US,Programming,Bushido,2012
S3874,0,0,0,17,Campbell,CA,95008,US,Programming,Bushido,2012
S2150,1949,7,27,62,Hayward,CA,94541,US,Programming,Bushido,2012
S2156,1958,11,18,53,Hayward,CA,94541,US,Programming,Bushido,2012
S3856,1990,4,28,22,Mountain View,CA,94040,US,Programming,Bushido,2012
S2158,1983,9,13,28,San Ramon,CA,94582,US,Programming,Bushido,2012
S2152,1983,2,26,29,Stockton,CA,95215,US,Programming,Bushido,2012
S2140,1980,3,21,32,San Diego,CA,92126,US,Programming,Bushido,2012
S3859,0,0,0,21,Oakland,CA,94605,US,Programming,Bushido,2012
S2157,1987,6,11,24,San Jose,CA,95133,US,Programming,Bushido,2012
S1932,1987,2,2,25,San Jose,CA,95128,US,Programming,Bushido,2012
S2139,1988,2,20,24,Escondido,CA,92025,US,Programming,Bushido,2012
S4791,0,0,0,0,San Jose,CA,95111,US,Programming,Bushido,2012
S3101,1994,5,9,18,Cupertino,CA,95014,US,Programming,Bushido,2012
S4439,0,0,0,32,Martinez,CA,94553,US,Programming,Manga Cafe,2012
S4870,0,0,0,28,sacramento,CA,95822,US,Programming,Manga Cafe,2012
S4872,1984,1,28,28,San Mateo,CA,94401,US,Programming,Manga Cafe,2012
S4167,1991,5,13,21,Alamo,CA,94507,US,Programming,Speed Dating,2012
S4441,0,0,0,0,Sacramento,CA,95828,US,Programming,Speed Dating,2012
S3723,1989,7,9,22,San Jose,CA,95120,US,Programming,Speed Dating,2012
S4442,1988,10,21,23,San Leandro,CA,94579,US,Programming,Speed Dating,2012
S4848,1990,11,10,21,Davis,CA,95616,US,Programming,Speed Dating,2012
S0025,1986,9,24,25,San Jose,CA,95148,US,Programming,Programming Ops,2012
S2167,1986,5,5,26,San Jose,CA,95126,US,Programming,Programming Ops,2012
S0801,1985,11,4,26,Stockton,CA,95210,US,Programming,Programming Ops,2012
S4793,0,0,0,32,San Francisco,CA,94112,US,Programming,Programming Ops,2012
S4985,0,0,0,28,Irvine,CA,92614,US,Programming,Programming Ops,2012
S4741,0,0,0,24,San Jose,CA,95122,US,Programming,Programming Ops,2012
S5024,1992,12,3,19,san jose,CA,95131,US,Programming,Programming Ops,2012
S1114,1991,11,8,20,Cupertino,CA,95014,US,Programming,Programming Ops,2012
S1512,1971,1,20,41,San Ramon,CA,94582,US,Programming,Info Desk,2012
S4402,1970,6,13,41,Pittsburg,CA,94565,US,Programming,Info Desk,2012
S0014,1983,9,6,28,San Jose,CA,95121,US,Programming,Info Desk,2012
S0820,1987,5,3,25,San Jose,CA,95112,US,Programming,Info Desk,2012
S3927,1995,9,15,16,Antioch,CA,94509,US,Programming,Info Desk,2012
S0978,1992,7,24,19,Newark,CA,94560,US,Programming,Info Desk,2012
S4474,1996,10,30,15,Newark,CA,94560,US,Programming,Info Desk,2012
S4387,1994,5,5,18,Antioch,CA,94509,US,Programming,Info Desk,2012
S0058,1987,4,16,25,san jose,CA,95148,US,Programming,Info Desk,2012
S3490,1982,3,23,30,Belmont,CA,94002,US,Programming,Info Desk,2012
S3930,1988,2,11,24,San Francisco,CA,94118,US,Programming,Info Desk,2012
S3928,1994,6,11,17,Pitssburg,CA,94565,US,Programming,Info Desk,2012
S4396,1994,8,21,17,Antioch,CA,94531,US,Programming,Info Desk,2012
S3154,1992,7,18,19,Hayward,CA,94541,US,Programming,Info Desk,2012
S5327,0,0,0,0,Newark,CA,94560,US,Programming,Info Desk,2012
S3049,1989,6,27,22,Martinez,CA,94553,US,Programming,Info Desk,2012
S0072,1990,8,21,21,san jose,CA,95127,US,Programming,Info Desk,2012
S4697,1989,2,17,23,San Jose,CA,95118,US,Programming,Info Desk,2012
S3987,1990,8,3,21,San Jose,CA,95133,US,Programming,Info Desk,2012
S4536,1995,9,8,16,Antioch,CA,94509,US,Programming,Info Desk,2012
S4393,1992,9,11,19,Antioch,CA,94531,US,Programming,Info Desk,2012
S2975,0,0,0,18,Newark,CA,94560,US,Programming,Info Desk,2012
S4875,1996,10,16,15,Antioch,CA,95431,US,Programming,Info Desk,2012
S4383,0,0,0,14,Oakley,CA,94509,US,Programming,Info Desk,2012
S1483,1994,10,7,17,Milbrae,CA,94030,US,Programming,Info Desk,2012
S4129,1994,5,21,18,Saratoga,CA,95070,US,Programming,Info Desk,2012
S4596,0,0,0,21,San Jose,CA,95121,US,Programming,Info Desk,2012
S4385,0,0,0,15,antioch,CA,94509,US,Programming,Info Desk,2012
S1955,1991,8,29,20,Newark,CA,94560,US,Programming,Info Desk,2012
S3896,1994,1,23,18,San Jose,CA,95129,US,Programming,Info Desk,2012
S3494,0,0,0,21,San Jose,CA,95121,US,Programming,Info Desk,2012
S4398,0,0,0,15,Antioch,CA,94509,US,Programming,Info Desk,2012
S4386,1996,11,3,15,Antioch,CA,94509,US,Programming,Info Desk,2012
S5250,0,0,0,17,Fremont,CA,94536,US,Programming,Info Desk,2012
S4537,1994,1,20,18,Brentwood,CA,94513,US,Programming,Info Desk,2012
S4400,1997,5,28,14,Brentwood,CA,94513,US,Programming,Info Desk,2012
S3971,1994,8,19,17,San Jose,CA,95129,US,Programming,Info Desk,2012
S5221,0,0,0,0,Newark,CA,94560,US,Programming,Info Desk,2012
S1560,1982,8,18,29,Fremont,CA,94539,US,Programming,Info Desk,2012
S1958,1990,8,16,21,Newark,CA,94560,US,Programming,Info Desk,2012
S0775,1985,9,28,26,Vallejo,CA,94591,US,Programming,Stage Zero,2012
S0474,1975,4,24,37,Pittsburg,CA,94565,US,Programming,Stage Zero,2012
S0569,1984,5,24,27,Martinez,CA,94553,US,Programming,Stage Zero,2012
S4548,1985,7,6,26,Daly City,CA,94014,US,Programming,Stage Zero,2012
S3925,1990,1,7,22,pittsburg,CA,94565,US,Programming,Stage Zero,2012
S0156,1986,2,5,26,Hayward,CA,94544,US,Programming,Stage Zero,2012
S0189,1985,6,29,26,Union City,CA,94587,US,Programming,Stage Zero,2012
S0946,1986,10,10,25,hayward,CA,94545,US,Programming,Stage Zero,2012
S0929,1987,7,16,24,Hayward,CA,94541,US,Programming,Stage Zero,2012
S4409,0,0,0,26,Concord,CA,94518,US,Programming,Stage Zero,2012
S0514,1985,5,9,27,Antioch,CA,94509,US,Programming,Stage Zero,2012
S2994,1976,1,25,36,San Jose,CA,95124,US,Programming,Stage Zero,2012
S2993,1976,6,19,35,San Jose,CA,95124,US,Programming,Stage Zero,2012
S4240,1993,2,5,19,Las Vegas,NV,89130,US,Programming,Stage Zero,2012
S4377,1991,10,17,20,San Lorenzo,CA,94580,US,Programming,Stage Zero,2012
S4542,1986,6,16,25,Pittsburg,CA,94565,US,Programming,Stage Zero,2012
S0568,1983,6,28,28,Eugene,OR,97402,US,Programming,Stage Zero,2012
S0465,1985,10,26,26,Antioch,CA,94531,US,Programming,Stage Zero,2012
S1933,1987,6,6,24,El Sobrante,CA,94803,US,Programming,Stage Zero,2012
S4233,1989,10,19,22,El Sobrante,CA,94803,US,Programming,Stage Zero,2012
S1924,1988,9,14,23,Vallejo,CA,94591,US,Programming,Stage Zero,2012
S1905,1991,6,17,20,San Leandro,CA,94578,US,Programming,Stage Zero,2012
S4002,1982,11,11,29,daly city,CA,94015,US,Programming,Stage Zero,2012
S2082,1984,3,1,28,sacramento,CA,95835,US,Programming,Stage Zero,2012
S4543,0,0,0,28,Hayward,CA,94544,US,Programming,Stage Zero,2012
S0173,1977,2,4,35,campbell,CA,95008,US,Programming,Anime Programming,2012
S0067,1978,6,21,33,San Jose,CA,95134,US,Programming,Video,2012
S2778,0,0,0,31,San Jose,CA,95123,US,Programming,Video,2012
S2779,1981,7,18,30,Mountain View,CA,94043,US,Programming,Video,2012
S2533,1979,8,21,32,San Jose,CA,95112,US,Programming,Asian Film Room,2012
S3876,0,0,0,33,San Mateo,CA,94403,US,Programming,Asian Film Room,2012
S1460,1989,4,22,23,San Jose,CA,95111,US,Programming,Asian Film Room,2012
S3536,1991,12,9,20,Union City,CA,94587,US,Programming,Asian Film Room,2012
S2168,1991,6,26,20,Los Gatos,CA,95032,US,Programming,Asian Film Room,2012
S2169,1990,10,14,21,Carson,CA,90745,US,Programming,Asian Film Room,2012
S4591,0,0,0,44,Fremont,CA,94539,US,Programming,Asian Film Room,2012
S2897,1992,3,5,20,San Jose,CA,95111,US,Programming,Asian Film Room,2012
S3189,1992,11,22,19,San Jose,CA,95132,US,Programming,Asian Film Room,2012
S4860,1987,7,21,24,San Jose,CA,95122,US,Programming,Anime Programming,2012
S5204,1983,5,15,29,San Jose,CA,95127,US,Programming,Anime Programming,2012
S5194,1994,4,28,18,South San Francisco,CA,94080,US,Programming,Anime Programming,2012
S3633,0,0,0,20,Burlingame,CA,94010,US,Programming,Anime Programming,2012
S5254,0,0,0,17,San Francisco,CA,94122,US,Programming,Anime Programming,2012
S4835,1993,10,31,18,San Jose,CA,95148,US,Programming,Anime Programming,2012
S4993,1992,9,24,19,millbrae,CA,94030,US,Programming,Anime Programming,2012
S2058,1987,7,18,24,Marina,CA,93933,US,Programming,Anime Programming,2012
S4725,1988,8,9,23,stockton,CA,95207,US,Programming,Anime Programming,2012
S3634,1993,1,10,19,San Jose,CA,95133,US,Programming,Anime Programming,2012
S4834,1993,3,19,19,San jose,CA,95127,US,Programming,Anime Programming,2012
S1377,1990,5,15,22,san jose,CA,95111,US,Programming,Anime Programming,2012
S4724,0,0,0,22,Stockton,CA,95201,US,Programming,Anime Programming,2012
S5026,1992,2,18,20,Millbrae,CA,94030,US,Programming,Anime Programming,2012
S5252,0,0,0,18,San Pablo,CA,94806,US,Programming,Anime Programming,2012
S5000,0,0,0,22,San Jose,CA,95120,US,Programming,Anime Programming,2012
S2984,1993,5,18,19,San Jose,CA,95121,US,Programming,Anime Programming,2012
S0226,1980,4,1,32,San Francisco,CA,94127,US,Programming,Anime Programming,2012
S4992,1992,7,23,19,Foster City,CA,94404,US,Programming,Anime Programming,2012
S0574,1984,10,3,27,Panorama City,CA,91402,US,Programming,Fanime Music Video,2012
S2512,1987,5,20,25,Panorama City,CA,91402,US,Programming,Fanime Music Video,2012
S0006,1982,6,4,29,Berkeley,CA,94709,US,Guest Relations,Guest Relations,2012
S3265,0,0,0,35,Hayward,CA,9,US,Guest Relations,Guest Relations,2012
S0007,1983,4,16,29,Oakland,CA,94607,US,Guest Relations,Guest Relations,2012
S0076,1978,10,4,33,Albany,CA,94706,US,Guest Relations,Guest Relations,2012
S1541,1972,9,3,39,Inglewood,CA,90305,US,Guest Relations,Guest Relations,2012
S1439,1986,1,25,26,Fresno,CA,93720,US,Guest Relations,Guest Relations,2012
S2855,0,0,0,25,Pleasanton,CA,94588,US,Guest Relations,Guest Relations,2012
S4735,0,0,0,21,San Francisco,CA,94122,US,Guest Relations,Guest Relations,2012
S2134,1992,8,25,19,San Ramon,CA,94582,US,Guest Relations,Guest Relations,2012
S3137,1986,1,27,26,Modesto,CA,95354,US,Guest Relations,Guest Relations,2012
S2859,1982,4,2,30,Atascadero,CA,93422,US,Guest Relations,Guest Relations,2012
S3236,1984,12,22,27,Hawthorne,CA,90250,US,Guest Relations,Guest Relations,2012
S1749,1986,11,1,25,San Jose,CA,95132,US,Guest Relations,Guest Relations,2012
S3931,1993,4,14,19,San Jose,CA,95122,US,Guest Relations,Guest Relations,2012
S3655,1988,1,22,24,Buena Park,CA,90621,US,Guest Relations,Guest Relations,2012
S5116,0,0,0,23,Hayward,CA,94542,US,Guest Relations,Guest Relations,2012
S4570,1983,6,25,28,Harbor City,CA,90710,US,Guest Relations,Guest Relations,2012
S0595,1974,8,7,37,Stockton,CA,95210,US,Guest Relations,Guest Relations,2012
S2904,1992,11,16,19,san jose,CA,95111,US,Guest Relations,Guest Relations,2012
S1712,1985,8,20,26,Santa Clara,CA,95054,US,Guest Relations,Guest Relations,2012
S0369,1972,10,28,39,SARATOGA SPRINGS,NY,12866-9480,US,Guest Relations,Guest Relations,2012
S3685,1988,4,23,24,San Jose,CA,95127,US,Guest Relations,Guest Relations,2012
S0551,1986,7,15,25,Stockton,CA,95204,US,Guest Relations,Autographs,2012
S1278,1986,2,12,26,Sebastopol,CA,95472,US,Guest Relations,Autographs,2012
S5077,0,0,0,26,Urbana,IL,61801,US,Guest Relations,Autographs,2012
S4022,1988,7,23,23,Las Vegas,NV,89113,US,Guest Relations,Autographs,2012
S3214,1988,9,25,23,Stockton,CA,95204,US,Guest Relations,Autographs,2012
S3043,0,0,0,22,South San Francisco,CA,94080,US,Guest Relations,Autographs,2012
S0985,1990,8,3,21,Marina,CA,93933,US,Guest Relations,Green Room,2012
S0712,1988,7,27,23,San Jose,CA,95148,US,Guest Relations,Green Room,2012
S5111,1991,10,25,20,San Francisco,CA,94117,US,Guest Relations,Green Room,2012
S0704,1983,1,12,29,Sacramento,CA,95833,US,Guest Relations,MusicFest,2012
S3283,0,0,0,29,San Francisco,CA,94116,US,Guest Relations,MusicFest,2012
S0361,1983,8,26,28,Daly City,CA,94015,US,Guest Relations,MusicFest,2012
S0437,1987,12,25,24,San Jose,CA,95130,US,Guest Relations,MusicFest,2012
S5172,0,0,0,0,San Jose,CA,95110,US,Guest Relations,MusicFest,2012
S0819,1978,10,9,33,Fresno,CA,93726,US,Guest Relations,MusicFest,2012
S3949,1991,11,10,20,San Jose,CA,95122,US,Guest Relations,MusicFest,2012
S4692,0,0,0,34,San Jose,CA,95122,US,Guest Relations,MusicFest,2012
S4510,1992,11,26,19,Waterford,CA,95386,US,Guest Relations,MusicFest,2012
S4511,1985,3,29,27,Reno,NV,89523,US,Guest Relations,MusicFest,2012
S2287,1987,5,27,24,Piedmont,CA,94611,US,Guest Relations,MusicFest,2012
S2290,1985,6,17,26,Lowell,MA,01852,US,Guest Relations,MusicFest,2012
S4496,0,0,0,31,Cupertino,CA,95014,US,Guest Relations,MusicFest,2012
S0149,1978,1,21,34,Milpitas,CA,95035,US,Extravaganzas,Extravaganzas,2012
S4012,0,0,0,38,Milpitas,CA,95035,US,Extravaganzas,Extravaganzas,2012
S1671,1976,12,8,35,San Jose,CA,95132,US,Extravaganzas,Black and White Ball,2012
S3012,1982,9,19,29,San Jose,CA,95126,US,Extravaganzas,Black and White Ball,2012
S3799,1990,10,23,21,Concord,CA,94519,US,Extravaganzas,Black and White Ball,2012
S3417,0,0,0,32,sunnyvale,CA,94087,US,Extravaganzas,Black and White Ball,2012
S4832,0,0,0,26,San Jose,CA,95128,US,Extravaganzas,Black and White Ball,2012
S4833,0,0,0,24,Fairfield,CA,94533,US,Extravaganzas,Black and White Ball,2012
S4828,0,0,0,21,Sunnyvale,CA,94089,US,Extravaganzas,Black and White Ball,2012
S2931,0,0,0,38,ALISO VIEJO,CA,92656,US,Extravaganzas,Black and White Ball,2012
S4878,1989,3,22,23,San Jose,CA,95192,US,Extravaganzas,Black and White Ball,2012
S3798,0,0,0,22,san jose,CA,95135,US,Extravaganzas,Black and White Ball,2012
S4829,0,0,0,21,Walnut Creek,CA,94595,US,Extravaganzas,Black and White Ball,2012
S4830,1985,8,21,26,El Sobrante,CA,94803,US,Extravaganzas,Black and White Ball,2012
S2932,1982,3,29,30,Elk Grove,CA,95624,US,Extravaganzas,Black and White Ball,2012
S0875,1979,11,1,32,El Segundo,CA,90245,US,Extravaganzas,Cosplay,2012
S5177,0,0,0,27,studio city,CA,91604,US,Extravaganzas,Cosplay,2012
S0873,1978,8,24,33,Culver City,CA,90230,US,Extravaganzas,Cosplay,2012
S2142,1974,9,16,37,Lakewood,CA,90712,US,Extravaganzas,Cosplay,2012
S3828,0,0,0,43,San Jose,CA,95132,US,Extravaganzas,Cosplay,2012
S0919,1978,9,5,33,Los Angeles,CA,90014,US,Extravaganzas,Cosplay,2012
S0560,0,0,0,38,Irvine,CA,92620,US,Extravaganzas,Cosplay,2012
S5187,0,0,0,31,Hayward,CA,94545,US,Extravaganzas,Cosplay,2012
S1793,1990,11,7,21,Anaheim,CA,92801,US,Extravaganzas,Maid Cafe,2012
S3781,1984,1,5,28,Santa Cruz,CA,95060,US,Extravaganzas,Maid Cafe,2012
S4729,1983,10,4,28,Santa Cruz,CA,95060,US,Extravaganzas,Maid Cafe,2012
S3753,1990,5,22,21,San Francisco,CA,94132,US,Extravaganzas,Maid Cafe,2012
S4717,1994,5,5,18,Foster City,CA,94404,US,Extravaganzas,Maid Cafe,2012
S3400,1973,12,29,38,San Mateo,CA,94403,US,Extravaganzas,Maid Cafe,2012
S3402,1991,2,27,21,San Francsico,CA,94109,US,Extravaganzas,Maid Cafe,2012
S2453,1983,9,27,28,Huntington Beach,CA,92648,US,Extravaganzas,Maid Cafe,2012
S0730,1986,5,8,26,Silver Spring,MD,20904,US,Operations,Operations,2012
S3284,1978,3,9,34,Santa Clara,CA,95050,US,Operations,Operations,2012
S4290,0,0,0,42,Fremont,CA,94539,US,Operations,Operations,2012
S2316,1976,2,26,36,San Jose,CA,95118,US,Operations,Operations,2012
S3632,1959,6,10,52,Los Gatos,CA,95032,US,Operations,Operations,2012
S2291,0,0,0,36,San Jose,CA,95130,US,Operations,Operations,2012
S5292,1970,4,5,42,Milpitas,CA,95035,US,Operations,Operations,2012
S0111,1972,12,19,39,santa clara,CA,95051,US,Operations,ConOps,2012
S3910,1990,1,11,22,Berkeley,CA,94703,US,Operations,ConOps,2012
S3059,1992,2,7,20,Fremont,CA,94536,US,Operations,ConOps,2012
S4032,1972,9,4,39,San Francisco,CA,94117,US,Operations,ConOps,2012
S5051,1970,11,6,41,Alameda,CA,94501,US,Operations,ConOps,2012
S3745,1984,4,3,28,Santa Clara,CA,95051,US,Operations,ConOps,2012
S4819,0,0,0,29,San Jose,CA,95112,US,Operations,ConOps,2012
S4416,1984,4,20,28,San Jose,CA,95125,US,Operations,ConOps,2012
S4957,1989,10,11,22,Redwood City,CA,94063,US,Operations,ConOps,2012
S5148,1991,9,10,20,Pine Mountain Club,CA,93222,US,Operations,ConOps,2012
S5248,0,0,0,17,Milpitas,CA,95035,US,Operations,ConOps,2012
S4100,1989,10,28,22,San Jose,CA,95112,US,Operations,ConOps,2012
S4748,0,0,0,20,Alamo,CA,94507,US,Operations,Rovers,2012
S4723,0,0,0,20,Temple City,CA,91780,US,Operations,ConOps,2012
S4417,0,0,0,23,San Jose,CA,95123,US,Operations,ConOps,2012
S3048,1991,2,28,21,Cypress,CA,90630,US,Operations,ConOps,2012
S3531,0,0,0,21,Danville,CA,94506,US,Operations,ConOps,2012
S4887,1992,1,20,20,San Jose,CA,95148,US,Operations,ConOps,2012
S4888,1992,8,29,19,San Jose,CA,95148,US,Operations,ConOps,2012
S5118,1989,5,23,22,Redwood City,CA,94063,US,Operations,ConOps,2012
S4009,0,0,0,17,Dixon,CA,95620,US,Operations,ConOps,2012
S0094,1979,2,7,33,San Jose,CA,95126,US,Operations,Logistics,2012
S0391,1963,4,26,49,San Jose,CA,95126,US,Operations,Logistics,2012
S0099,1985,4,30,27,San Jose,CA,95148,US,Operations,Logistics,2012
S3003,1987,7,22,24,san lorenzo,CA,94580,US,Operations,Logistics,2012
S3565,0,0,0,18,San Lorenzo,CA,94580,US,Operations,Logistics,2012
S0125,1987,8,27,24,san jose,CA,95126,US,Operations,Logistics,2012
S3566,1992,2,24,20,San Leandro,CA,94579,US,Operations,Logistics,2012
S4372,1991,7,4,20,San Leandro,CA,94579,US,Operations,Logistics,2012
S3042,1992,6,5,19,San Leandro,CA,94577,US,Operations,Logistics,2012
S2267,1985,4,28,27,ALISO VIEJO,CA,92656,US,Operations,Logistics,2012
S2847,1991,8,21,20,Santa Clara,CA,95054,US,Operations,Logistics,2012
S2268,1986,6,15,25,Morgan Hill,CA,95037,US,Operations,Logistics,2012
S0632,1957,9,15,54,San Jose,CA,95126,US,Operations,Logistics,2012
S0577,1988,12,17,23,San Leandrod,CA,94577,US,Operations,Logistics,2012
S5146,1990,10,9,21,san lorenzo,CA,9458,US,Operations,Logistics,2012
S5147,1989,1,30,23,san lorenzo,CA,94580,US,Operations,Logistics,2012
S0120,1988,3,19,24,Hayward,CA,94541,US,Operations,Logistics,2012
S2281,1983,1,1,29,San Jose,CA,95136,US,Operations,Logistics,2012
S4541,1993,2,12,19,Oakland,CA,94606,US,Operations,Logistics,2012
S0966,1986,3,23,26,San Jose,CA,95119,US,Operations,Logistics,2012
S2103,1984,12,5,27,San Jose,CA,95119,US,Operations,Logistics,2012
S4295,0,0,0,0,Antioch,CA,94531,US,Operations,Lost and Found,2012
S4533,1976,7,16,35,San Jose,CA,95126,US,Operations,Lost and Found,2012
S1297,1988,5,20,24,Martinez,CA,94553,US,Operations,Lost and Found,2012
S4353,0,0,0,0,San Jose,CA,95116,US,Operations,Lost and Found,2012
S4847,1984,5,18,28,South San Francisco,CA,94080,US,Operations,Lost and Found,2012
S5201,1974,4,19,38,Santa Clara,CA,95050,US,Operations,Lost and Found,2012
S4880,1970,5,14,42,San Jose,CA,95132-2066,US,Operations,Lost and Found,2012
S4404,1985,1,6,27,palo alto,CA,94306,US,Operations,Lost and Found,2012
S0438,1987,3,6,25,Fremont,CA,94555,US,Operations,Rovers,2012
S1851,1989,3,23,23,Union City,CA,94587,US,Operations,Rovers,2012
S0851,1984,9,17,27,Ben Lomond,CA,95005,US,Operations,Rovers,2012
S2232,1982,8,17,29,Oakley,CA,94561,US,Operations,Rovers,2012
S4647,1988,6,30,23,San Jose,CA,95116,US,Operations,Rovers,2012
S3212,1983,3,5,29,San Jose,CA,95126,US,Operations,Rovers,2012
S1136,1978,8,16,33,Martinez,CA,94553,US,Operations,Rovers,2012
S4605,1989,12,21,22,San Jose,CA,95111,US,Operations,Rovers,2012
S0630,1970,2,9,42,San Jose,CA,95136,US,Operations,Rovers,2012
S2713,1990,8,30,21,Fremont,CA,94555,US,Operations,Rovers,2012
S5025,0,0,0,18,san jose,CA,95148,US,Operations,Rovers,2012
S3880,1977,3,29,35,san jose,CA,95111,US,Operations,Rovers,2012
S4940,1992,9,22,19,Daly city,CA,94015-3623,US,Operations,Rovers,2012
S0218,1986,3,21,26,Fremont,CA,94536,US,Operations,Rovers,2012
S4951,1993,11,30,18,Hayward,CA,94545,US,Operations,Rovers,2012
S4917,1989,10,13,22,newark,CA,94560,US,Operations,Rovers,2012
S3980,1991,1,14,21,sacramento,CA,95818,US,Operations,Rovers,2012
S3759,0,0,0,22,South San Francisco,CA,94080,US,Operations,Rovers,2012
S5142,1991,7,18,20,Atascadero,CA,93422,US,Operations,Rovers,2012
S4037,1988,3,18,24,Hayward,CA,94541,US,Operations,Rovers,2012
S4953,1990,7,27,21,Irvine,CA,92617,US,Operations,Rovers,2012
S5280,1993,12,24,18,Santa Cruz,CA,95062,US,Operations,Rovers,2012
S3606,1988,3,28,24,san jose,CA,95139,US,Operations,Rovers,2012
S5110,0,0,0,23,San Jose,CA,95123,US,Operations,Rovers,2012
S4942,1991,9,19,20,Newark,CA,94560,US,Operations,Rovers,2012
S3960,1981,1,21,31,San Jose,CA,95112,US,Operations,Rovers,2012
S4638,0,0,0,21,San Jose,CA,95111,US,Operations,Rovers,2012
S3720,0,0,0,20,Corte Madera,CA,94925,US,Operations,Rovers,2012
S4907,0,0,0,19,San Leandro,CA,94579,US,Operations,Rovers,2012
S1137,1980,10,11,31,Oakland,CA,94602,US,Operations,Rovers,2012
S3552,0,0,0,29,Concord,CA,94520,US,Operations,Rovers,2012
S2172,1991,4,2,21,San Jose,CA,95133,US,Operations,Rovers,2012
S0813,1985,5,15,27,Cupertino,CA,95014,US,Operations,Rovers,2012
S4915,1993,3,24,19,San Lorenzo,CA,94580,US,Operations,Rovers,2012
S3760,1991,8,8,20,San Jose,CA,95127,US,Operations,Rovers,2012
S4916,1991,3,14,21,Campbell,CA,95008,US,Operations,Rovers,2012
S5197,1991,6,28,20,Clovis,CA,93611,US,Operations,Rovers,2012
S4931,1993,9,5,18,Milpitas,CA,95035,US,Operations,Rovers,2012
S5105,0,0,0,20,San Jose,CA,95135,US,Operations,Rovers,2012
S3639,1991,5,30,20,Hayward,CA,94542,US,Operations,Rovers,2012
S5207,1992,7,11,19,Los Gatos,CA,95032,US,Operations,Rovers,2012
S3843,1990,8,28,21,Fremont,CA,94555,US,Operations,Rovers,2012
S3761,0,0,0,21,San Jose,CA,95122,US,Operations,Rovers,2012
S4929,0,0,0,19,Newark,CA,94560,US,Operations,Rovers,2012
S2238,1989,1,26,23,Chico,CA,95928,US,Operations,Rovers,2012
S5029,1991,9,10,20,Pacheco,CA,94553,US,Operations,Rovers,2012
S2170,1990,2,14,22,Pleasanton,CA,94588,US,Operations,Rovers,2012
